customer_id,customer_name,lead_name,container_name,camera_id,camera_name,schedules (id|title|patrolType|status; ...),subgroup,reason
37989,Central District Complex - Site A,Immix.immixcs.net - Patrol,connector-37989,416384,4. Inside Door/Elevator,161|VCH - Raise|VisualCameraHealth|Active,F3 (provisional),vch-161 in AP mode; classified by K8s sample-count pattern (~483/24h)
37989,Central District Complex - Site A,Immix.immixcs.net - Patrol,connector-37989,416385,5. Cafeteria,161|VCH - Raise|VisualCameraHealth|Active,F3 (provisional),vch-161 in AP mode; classified by K8s sample-count pattern (~483/24h)
37989,Central District Complex - Site A,Immix.immixcs.net - Patrol,connector-37989,416386,6. Office Lobby,161|VCH - Raise|VisualCameraHealth|Active,F3 (provisional),vch-161 in AP mode; classified by K8s sample-count pattern (~483/24h)
37989,Central District Complex - Site A,Immix.immixcs.net - Patrol,connector-37989,416387,1. Front Door,161|VCH - Raise|VisualCameraHealth|Active,F3 (provisional),vch-161 in AP mode; classified by K8s sample-count pattern (~483/24h)
37989,Central District Complex - Site A,Immix.immixcs.net - Patrol,connector-37989,416388,Front Door B,161|VCH - Raise|VisualCameraHealth|Active,F3 (provisional),vch-161 in AP mode; classified by K8s sample-count pattern (~483/24h)
37991,Tampa Office CS (1),Immix.immixcs.net - Patrol,connector-37991,416389,Front Door,162|VCH - Raise|VisualCameraHealth|Active,F3,AP cronjob (vch-162 in AP mode) fires; no_patrols=4x/24h
37991,Tampa Office CS (1),Immix.immixcs.net - Patrol,connector-37991,416390,2. Outside  Roof (Tour),162|VCH - Raise|VisualCameraHealth|Active,F3,AP cronjob (vch-162 in AP mode) fires; no_patrols=4x/24h
37991,Tampa Office CS (1),Immix.immixcs.net - Patrol,connector-37991,416391,3. Gate,162|VCH - Raise|VisualCameraHealth|Active,F3,AP cronjob (vch-162 in AP mode) fires; no_patrols=4x/24h
37991,Tampa Office CS (1),Immix.immixcs.net - Patrol,connector-37991,416392,4. Inside Door/Elevator,162|VCH - Raise|VisualCameraHealth|Active,F3,AP cronjob (vch-162 in AP mode) fires; no_patrols=4x/24h
37991,Tampa Office CS (1),Immix.immixcs.net - Patrol,connector-37991,416393,5. Cafeteria,162|VCH - Raise|VisualCameraHealth|Active,F3,AP cronjob (vch-162 in AP mode) fires; no_patrols=4x/24h
37991,Tampa Office CS (1),Immix.immixcs.net - Patrol,connector-37991,416394,6. Office Lobby,162|VCH - Raise|VisualCameraHealth|Active,F3,AP cronjob (vch-162 in AP mode) fires; no_patrols=4x/24h
37991,Tampa Office CS (1),Immix.immixcs.net - Patrol,connector-37991,416395,1. Front Door,162|VCH - Raise|VisualCameraHealth|Active,F3,AP cronjob (vch-162 in AP mode) fires; no_patrols=4x/24h
37991,Tampa Office CS (1),Immix.immixcs.net - Patrol,connector-37991,416396,Front Door B,162|VCH - Raise|VisualCameraHealth|Active,F3,AP cronjob (vch-162 in AP mode) fires; no_patrols=4x/24h
