customer_id,customer_name,cohort,integration_type,customer_active,site_cams_total,cams_on_schedule,cams_orphan,schedules_running,schedules_paused,schedules_deleted,camera_id,camera_name,reason_class,reason
37255,Site 4,B,autopatrol,True,4,0,4,0,0,3,410912,Stored Video camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=124 'Demo VCH' status=Deleted; id=166 'VCH' status=Deleted; id=173 'VCH 2' status=Deleted
37255,Site 4,B,autopatrol,True,4,0,4,0,0,3,410913,2 camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=124 'Demo VCH' status=Deleted; id=166 'VCH' status=Deleted; id=173 'VCH 2' status=Deleted
37255,Site 4,B,autopatrol,True,4,0,4,0,0,3,410914,4 camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=124 'Demo VCH' status=Deleted; id=166 'VCH' status=Deleted; id=173 'VCH 2' status=Deleted
37255,Site 4,B,autopatrol,True,4,0,4,0,0,3,410915,6 camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=124 'Demo VCH' status=Deleted; id=166 'VCH' status=Deleted; id=173 'VCH 2' status=Deleted
37325,Site 3,B,autopatrol,True,7,0,7,0,0,3,411357,Store camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=170 'Raise' status=Deleted; id=190 'VCH' status=Deleted; id=257 'VCH Demo' status=Deleted
37325,Site 3,B,autopatrol,True,7,0,7,0,0,3,411358,Lot 1,all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=170 'Raise' status=Deleted; id=190 'VCH' status=Deleted; id=257 'VCH Demo' status=Deleted
37325,Site 3,B,autopatrol,True,7,0,7,0,0,3,411359,Lot 2,all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=170 'Raise' status=Deleted; id=190 'VCH' status=Deleted; id=257 'VCH Demo' status=Deleted
37325,Site 3,B,autopatrol,True,7,0,7,0,0,3,411382,Stored Video camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=170 'Raise' status=Deleted; id=190 'VCH' status=Deleted; id=257 'VCH Demo' status=Deleted
37325,Site 3,B,autopatrol,True,7,0,7,0,0,3,411383,Cam 5 camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=170 'Raise' status=Deleted; id=190 'VCH' status=Deleted; id=257 'VCH Demo' status=Deleted
37325,Site 3,B,autopatrol,True,7,0,7,0,0,3,411385,Waiting room camera (1),all-schedules-deleted,All 3 schedule(s) deleted; customer + cameras still in admin. Cohort-B-style (cleanup-pipeline candidate). Schedule titles: id=170 'Raise' status=Deleted; id=190 'VCH' status=Deleted; id=257 'VCH Demo' status=Deleted
