admin_pk,schedule_id,integration,customer_id,customer_name,admin_schedule_status,admin_disabled_by,admin_disabled_at,admin_reenabled_by,admin_reenabled_at,admin_created_date,admin_updated_date,s3_tenant_id,s3_settings_found,ddb_last_patrol_ts,ddb_last_patrol_days_ago,ddb_patrol_count_30d,ddb_patrol_count_7d,ddb_patrol_count_total,immix_code,immix_schedule_status,verdict,notes
107,4814270e-809b-4a5f-786b-08ddcb586af6,vch,36258,6801 PLEASANT PINES DR.-IWATCH,Active,,,,,2025-07-29T16:40:25.110353Z,2025-08-27T14:30:48.960897Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
61,17e7f1fe-8b2b-4b38-b9d8-08ddc53a8a29,vch,36017,851 South Beltline-AIS,Active,,,,,2025-07-22T17:01:18.353302Z,2025-07-22T17:02:14.891339Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
200,6a77c297-4b1c-4d61-e286-08de0670527f,vch,38574,86 Kenwood,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2025-10-08T14:35:13.677714Z,2026-04-24T18:06:34.534792Z,74cf336c-f671-45ad-ba7b-193d4f2540f1,yes,,,0,0,0,200,Active,active,
98,03c75a67-3bd6-4dad-7854-08ddcb586af6,vch,36206,"932 - Schicker Ford, ACF Alarm (TIER 3)",Active,,,,,2025-07-28T15:10:19.251824Z,2026-01-07T17:43:05.590058Z,0ee7cb3f-4a3a-49b0-bcb5-73fce964b427,yes,,,0,0,0,401,(err),auth_fail,
204,abfd214c-ca64-4d3c-e282-08de0670527f,vch,38578,9 Dibble Street,Active,,,,,2025-10-08T14:35:19.597633Z,2025-10-08T14:35:29.456290Z,74cf336c-f671-45ad-ba7b-193d4f2540f1,yes,,,0,0,0,400,(err),gone_400,
186,152a203c-f380-4977-4f9a-08ddfc56029c,vch,38315,AB,Deleted,,,,,2025-09-28T17:18:10.512794Z,2025-09-28T17:18:10.512815Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
175,dacc71f2-8805-41ce-4fae-08ddfc56029c,vch,38315,AB,Active,,,,,2025-09-28T17:16:20.453621Z,2025-09-28T17:17:01.951778Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
275,53e13239-f447-4d19-1340-08de33786521,vch,40513,ABC Liquor Store 1,Active,,,,,2025-12-10T19:08:20.150163Z,2025-12-10T19:08:46.802537Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
273,f28714f1-b027-4b6f-1342-08de33786521,vch,40511,ABC Liquor Store 10,Active,,,,,2025-12-10T19:08:17.134920Z,2025-12-10T19:08:45.123171Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
272,dae27047-0a2d-4ce7-1343-08de33786521,vch,40510,ABC Liquor Store 11,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2025-12-10T19:08:15.723766Z,2026-04-24T18:06:34.970584Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
271,f346424b-58aa-4139-1344-08de33786521,vch,40509,ABC Liquor Store 12,Active,,,,,2025-12-10T19:08:14.386603Z,2025-12-10T19:08:43.149503Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
270,8dd034ff-0d3e-4a46-1345-08de33786521,vch,40508,ABC Liquor Store 13,Active,,,,,2025-12-10T19:08:12.607049Z,2025-12-10T19:08:42.370225Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
269,8b2c23ec-4bf6-4b64-1346-08de33786521,vch,40507,ABC Liquor Store 14,Active,,,,,2025-12-10T19:08:11.289228Z,2025-12-10T19:08:41.704901Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
268,747801a4-c36b-4eb3-1347-08de33786521,vch,40506,ABC Liquor Store 15,Active,,,,,2025-12-10T19:08:09.979046Z,2025-12-10T19:08:40.263921Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
267,8c241012-c3ec-42fd-1348-08de33786521,vch,40505,ABC Liquor Store 17,Active,,,,,2025-12-10T19:08:08.850984Z,2025-12-10T19:08:39.510811Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
281,98a491ef-c492-43aa-b0ae-08de3cae6556,vch,40792,ABC Liquor Store 18,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2025-12-18T17:42:58.358363Z,2026-04-24T18:06:35.461005Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
283,45d7c2a4-a6c4-4f3c-b0af-08de3cae6556,vch,40794,ABC Liquor Store 19,Active,,,,,2025-12-18T17:48:00.963182Z,2025-12-18T17:48:19.977895Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
266,68b32b48-9009-4447-1349-08de33786521,vch,40504,ABC Liquor Store 2,Active,,,,,2025-12-10T19:08:07.033695Z,2025-12-10T19:08:38.335270Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
282,88c34de2-ca06-4bcb-b0b0-08de3cae6556,vch,40793,ABC Liquor Store 20,Active,,,,,2025-12-18T17:47:59.729659Z,2025-12-18T17:48:19.236911Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
285,6abe801d-1b58-4f66-b0b1-08de3cae6556,vch,40797,ABC Liquor Store 21,Active,,,,,2025-12-18T17:53:03.491651Z,2025-12-18T17:53:24.976761Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
284,4828bd44-cdf2-4cb4-b0b2-08de3cae6556,vch,40796,ABC Liquor Store 22,Active,,,,,2025-12-18T17:53:02.026553Z,2025-12-18T17:53:23.424918Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
291,e1fa6c95-2b9e-4df0-b0b3-08de3cae6556,vch,40803,ABC Liquor Store 23,Active,,,,,2025-12-18T18:03:31.875072Z,2025-12-18T18:03:55.737788Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
290,1b666ee3-c841-4ec1-b0b4-08de3cae6556,vch,40802,ABC Liquor Store 24,Active,,,,,2025-12-18T18:03:30.339186Z,2025-12-18T18:03:55.194781Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
289,b1363751-f623-4dab-b0b5-08de3cae6556,vch,40801,ABC Liquor Store 25,Active,,,,,2025-12-18T18:03:28.898482Z,2025-12-18T18:03:54.050505Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
288,e62d4055-dfb2-4f37-b0b6-08de3cae6556,vch,40800,ABC Liquor Store 26,Active,,,,,2025-12-18T18:03:27.683687Z,2025-12-18T18:03:53.459684Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
287,14bcab4a-f15b-477f-b0b7-08de3cae6556,vch,40799,ABC Liquor Store 27,Active,,,,,2025-12-18T18:03:26.457381Z,2025-12-18T18:03:52.398119Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
286,e1a28e5c-0e7f-47ed-b0b8-08de3cae6556,vch,40798,ABC Liquor Store 28,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2025-12-18T18:03:25.248783Z,2026-04-24T18:06:36.252453Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
265,0c6efef8-7d43-43e6-134a-08de33786521,vch,40503,ABC Liquor Store 3,Active,,,,,2025-12-10T19:08:06.724733Z,2025-12-10T19:08:37.640454Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
264,96877bde-c8c2-423b-134b-08de33786521,vch,40502,ABC Liquor Store 4,Active,,,,,2025-12-10T19:08:04.496848Z,2025-12-10T19:08:36.642471Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
241,9be82076-adf8-4914-c53b-08de1b193ea0,vch,39631,ABC Liquor Store 5,Active,,,,,2025-11-12T18:36:29.549452Z,2025-11-12T18:36:40.520958Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
263,5aa13d66-cbcb-44ed-134c-08de33786521,vch,40501,ABC Liquor Store 6,Active,,,,,2025-12-10T19:08:03.102127Z,2025-12-10T19:08:35.869849Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
262,a73e1f21-af43-491d-134d-08de33786521,vch,40500,ABC Liquor Store 7,Active,,,,,2025-12-10T19:08:01.853126Z,2025-12-10T19:08:34.889759Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
261,c579861b-10cf-4d2a-134e-08de33786521,vch,40499,ABC Liquor Store 8,Active,,,,,2025-12-10T19:08:00.644218Z,2025-12-10T19:08:34.125004Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
274,b5127570-0803-41be-1341-08de33786521,vch,40512,ABC Liquor Store 9,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2025-12-10T19:08:18.367623Z,2026-04-24T18:06:36.705786Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
336,33d4530c-589e-4f41-49e3-08de4f8a91c4,vch,41265,Ace Hardware - Harris St.,Active,,,,,2026-01-13T20:37:37.272756Z,2026-01-13T20:38:18.880709Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
1,8b244b80-0d66-4663-b972-08ddc53a8a29,vch,35828,Acme Bank,Active,,,,,2025-07-17T14:29:59.858594Z,2025-08-27T14:31:05.755358Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Paused,paused_manual_review,
126,6c8d6880-b77e-4d08-3547-08ddd9a1a200,vch,35828,Acme Bank,Active,,,,,2025-08-25T23:21:12.192749Z,2025-08-25T23:21:40.271485Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Paused,paused_manual_review,
125,fd2853d6-13d9-4b41-3546-08ddd9a1a200,vch,35828,Acme Bank,Active,,,,,2025-08-25T14:06:10.905070Z,2025-08-27T14:31:04.774821Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Paused,paused_manual_review,
66,41aab715-7fef-431f-b9d3-08ddc53a8a29,vch,36022,Advanced Integrated Main Office-AIS,Active,,,,,2025-07-22T17:01:25.071544Z,2025-07-22T17:02:18.934844Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
338,5b0172e2-3720-4dbe-49e1-08de4f8a91c4,vch,41267,Advanced Security - Santa Rosa System,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2026-01-13T20:37:39.760769Z,2026-04-24T18:06:37.117004Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
337,4d1b0a71-05d8-45a5-49e2-08de4f8a91c4,vch,41266,Advanced Security Systems - Eureka Office,Active,,,,,2026-01-13T20:37:38.677722Z,2026-01-13T20:38:19.714735Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
28,0f7864ea-82a3-4370-b9f9-08ddc53a8a29,vch,35984,Airport Plaza Gulfport - AIS,Active,,,,,2025-07-22T17:00:37.144721Z,2025-07-22T17:01:48.040154Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
260,e1f20e2d-7251-4110-133f-08de33786521,autopatrol,35832,Alibi Vigilant,Active,,,,,2025-12-10T18:32:52.348655Z,2025-12-10T18:33:25.417155Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,1777054500,0.0,2674,672,11829,200,Active,active,
159,fbdfdba6-f62c-4cfe-8818-08ddf582ce91,vch,35832,Alibi Vigilant,Active,,,,,2025-09-17T18:55:38.738659Z,2025-09-17T18:56:12.279389Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Active,active,
138,ee1822f1-67c8-4874-02af-08dde70262a5,vch,35832,Alibi Vigilant,Active,,,,,2025-08-29T16:50:37.863968Z,2025-08-29T16:51:12.504732Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Active,active,
308,9dae9ec1-d84a-42d7-b0ca-08de3cae6556,autopatrol,35830,Alibi Witness,Active,,,,,2026-01-07T18:12:25.677893Z,2026-01-07T18:13:14.170507Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,1776072600,11.4,137,0,685,200,Active,active,
309,d4c509bf-b160-4102-b0c9-08de3cae6556,autopatrol,35830,Alibi Witness,Active,,,,,2026-01-07T18:12:25.755344Z,2026-01-07T18:13:14.227628Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,1776095100,11.1,1811,0,9040,200,Active,active,
117,30d09a39-567d-4ad5-f080-08ddd5de7db8,autopatrol,36708,All American Ford- Thrive Company Stewardship LLC,Deleted,,,,,2025-08-07T18:27:20.673352Z,2025-08-07T18:27:20.673367Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
205,609644be-6632-40fc-e287-08de0670527f,vch,38579,Alpa Roof Trusses - 5532 Slaters Road,Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2025-10-08T14:35:20.741856Z,2026-04-24T18:06:37.553862Z,74cf336c-f671-45ad-ba7b-193d4f2540f1,yes,,,0,0,0,200,Active,active,
195,938441e3-c339-4138-4fb4-08ddfc56029c,autopatrol,38380,Andrew's Test Site - DO NOT DELETE,Deleted,,,,,2025-09-30T15:31:49.956774Z,2025-09-30T15:31:49.956789Z,74cf336c-f671-45ad-ba7b-193d4f2540f1,yes,,,0,0,0,200,Deleted,gone_explicit,
194,7e5f4319-4747-400a-4fb3-08ddfc56029c,vch,38380,Andrew's Test Site - DO NOT DELETE,Active,,,,,2025-09-30T15:26:03.014799Z,2025-09-30T15:26:18.296421Z,74cf336c-f671-45ad-ba7b-193d4f2540f1,yes,,,0,0,0,200,Deleted,gone_explicit,
78,3637f0e7-fcdd-4f3a-ba00-08ddc53a8a29,vch,36006,ASM Recycling Inc.-AIS,Active,,,,,2025-07-22T18:30:03.606494Z,2025-08-27T14:30:57.948089Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
1027,4670a056-8f93-4cc7-a03d-08de8f388c7e,autopatrol,40672,AutoPatrol-Live,Active,,,,,2026-04-07T17:41:02.365687Z,2026-04-07T17:41:38.447956Z,37575b9e-59eb-43dd-8c91-b8ad1bc470db,yes,1775678403,15.9,27,0,27,,(exc),other,
343,1ad7c349-a4cd-4c5a-49f9-08de4f8a91c4,autopatrol,35831,Axis site,Active,,,,,2026-01-15T18:07:46.100791Z,2026-01-15T18:08:49.201167Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,1776718800,3.9,466,57,1681,200,Active,active,
259,6cb151aa-0bc8-4222-133d-08de33786521,autopatrol,35831,Axis site,Active,,,,,2025-12-09T17:51:50.634021Z,2025-12-09T17:52:26.664707Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,1776720600,3.9,2505,301,11741,200,Active,active,
310,1ed43d73-ba4f-42d2-b0cb-08de3cae6556,autopatrol,35831,Axis site,Active,,,,,2026-01-07T18:47:25.626420Z,2026-01-07T18:48:16.165585Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,1776720600,3.9,2506,301,9740,200,Active,active,
313,9089385f-09ab-41b4-b0cf-08de3cae6556,autopatrol,35831,Axis site,Active,,,,,2026-01-08T14:37:28.012019Z,2026-01-14T20:23:49.210316Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,1776720600,3.9,936,114,3413,200,Active,active,
245,55d5ca7d-b625-4a86-c540-08de1b193ea0,vch,35831,Axis site,Active,,,,,2025-11-14T17:31:44.251809Z,2025-11-14T17:32:16.018403Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Active,active,
4,7b647754-d3e2-4944-1fae-08ddb8a5d232,vch,35831,Axis site,Active,,,,,2025-07-17T14:30:02.891179Z,2025-11-03T17:02:00.493272Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Active,active,
222,612e8660-0081-4d19-c527-08de1b193ea0,vch,35831,Axis site,Active,,,,,2025-11-04T17:00:23.178115Z,2025-11-04T17:00:39.537086Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Active,active,
234,1e2ee05f-f1f0-46da-c535-08de1b193ea0,vch,39418,Axis site (1),Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2025-11-05T15:10:25.945642Z,2026-04-24T18:06:38.176656Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,400,(err),gone_400,
235,636be1ba-57c9-4da1-c534-08de1b193ea0,vch,39418,Axis site (1),Active,,,cleanup_lambda:rollback-2026-04-24,2026-04-24T18:06:31.650068Z,2025-11-05T15:10:26.628118Z,2026-04-24T18:06:38.789228Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,400,(err),gone_400,
244,e2942326-bf0a-4311-c53f-08de1b193ea0,vch,39705,Axis site  - Inheritance test - TO BE DISABLED,Active,,,,,2025-11-14T17:16:43.027647Z,2025-11-14T17:17:11.026930Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Active,active,
232,a13faadc-c009-4542-c532-08de1b193ea0,vch,39417,axis site - subsite,Active,,,,,2025-11-05T14:55:38.430565Z,2025-11-05T14:55:58.717018Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,400,(err),gone_400,
233,2a6916e9-e359-46f7-c531-08de1b193ea0,vch,39417,axis site - subsite,Active,,,,,2025-11-05T14:55:39.027651Z,2025-11-05T14:55:59.321472Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,400,(err),gone_400,
70,f13a8662-b07f-4428-b9cf-08ddc53a8a29,vch,36026,B & B Industrial-AIS,Active,,,,,2025-07-22T17:01:29.476312Z,2025-07-22T17:02:22.226901Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
58,d0c7bffc-6cff-4132-b9db-08ddc53a8a29,vch,36014,Beach Laundromat-AIS,Active,,,,,2025-07-22T17:01:14.661924Z,2025-07-22T17:02:12.466122Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
48,79e2848d-f5c1-4e29-b9e5-08ddc53a8a29,vch,36004,Beard Equipment Freeport-AIS,Active,,,,,2025-07-22T17:01:01.761325Z,2025-07-22T17:02:04.242663Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
72,6eb42f45-9427-44c2-b9cd-08ddc53a8a29,vch,36028,Beard Equipment Mobile-AIS,Active,,,,,2025-07-22T17:01:32.005936Z,2025-07-22T17:02:23.912207Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
49,6322a847-0fc7-424e-b9e4-08ddc53a8a29,vch,36005,Beard Equipment Panama City-AIS,Active,,,,,2025-07-22T17:01:03.133403Z,2025-07-22T17:02:05.204144Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
71,dfa4db98-0b6c-413c-b9ce-08ddc53a8a29,vch,36027,Blue Water Yacht Sales-AIS,Active,,,,,2025-07-22T17:01:30.644792Z,2025-07-22T17:02:23.072165Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
57,d6b9172c-2038-43a8-b9dc-08ddc53a8a29,vch,36013,Broadstreet Lofts-AIS,Active,,,,,2025-07-22T17:01:13.218501Z,2025-07-22T17:02:11.774280Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
1059,1bdd1893-85a7-40b8-2e65-08de9f1c394b,vch,45061,Camect Test,Deleted,,,,,2026-04-23T15:57:37.075366Z,2026-04-23T15:57:37.075384Z,37575b9e-59eb-43dd-8c91-b8ad1bc470db,yes,,,0,0,0,,(exc),other,
1058,18aa2297-aa06-43da-2e6b-08de9f1c394b,vch,45061,Camect Test,Active,,,,,2026-04-23T15:51:02.395284Z,2026-04-23T15:51:35.217004Z,37575b9e-59eb-43dd-8c91-b8ad1bc470db,yes,,,0,0,0,,(exc),other,
62,276eeac7-b93e-44e8-b9d7-08ddc53a8a29,vch,36018,Candlewood Suites-AIS,Active,,,,,2025-07-22T17:01:19.816001Z,2025-07-22T17:02:16.051234Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
67,2b004897-cb76-45ec-b9d2-08ddc53a8a29,vch,36023,Capital Volvo Trucks-AIS,Active,,,,,2025-07-22T17:01:25.892588Z,2025-07-22T17:02:19.733624Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
109,70bebfa5-46aa-4bc4-7869-08ddcb586af6,vch,36260,Capitol Smoke - iWatch,Active,,,,,2025-07-29T16:40:28.068617Z,2025-08-27T14:30:51.473548Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
44,6252efa0-653e-4d6e-b9e9-08ddc53a8a29,vch,36000,CarLock-AIS,Active,,,,,2025-07-22T17:00:56.955039Z,2025-07-22T17:02:01.066806Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
111,8fcc0747-a1c0-4293-7867-08ddcb586af6,vch,36262,Carolina Gun Runners - iWatch,Active,,,,,2025-07-29T16:40:30.388311Z,2025-08-27T14:30:53.193233Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
112,ca065520-19b7-45f7-7866-08ddcb586af6,vch,36263,Casa de los Shingles - iWatch,Active,,,,,2025-07-29T16:40:31.640693Z,2025-08-27T14:30:53.980656Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
161,4ce420ea-0601-4c4d-881c-08ddf582ce91,vch,37989,Central District Complex - Site A,Active,,,,,2025-09-18T04:06:00.768233Z,2025-09-18T04:06:18.510968Z,1419710a-2fcb-4b53-8d0b-404a42f889ed,yes,,,0,0,0,200,Active,active,
463,b40356bb-169d-417f-4a74-08de7320782e,vch,42918,Centro Del Pueblo,Active,,,,,2026-02-23T21:17:17.736262Z,2026-02-23T21:17:37.497661Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
331,4a7f3874-a4e9-4e34-49e8-08de4f8a91c4,vch,41260,Cimino Electric,Active,,,,,2026-01-13T20:37:31.526271Z,2026-01-13T20:38:14.968867Z,7b533b5a-a071-43ab-beb9-fb1cb9ea4ce1,yes,,,0,0,0,200,Active,active,
894,cf2aed7a-0946-4003-efa1-08de8c302866,vch,45068,"CINTAS #0066 DENVER, CO (5600405)",Active,,,,,2026-03-27T19:57:04.159654Z,2026-04-08T18:36:58.977897Z,f858b03b-2a85-4771-89d5-dbf62456ed7b,yes,,,0,0,0,200,Active,active,
113,44796b28-a6f5-4337-7865-08ddcb586af6,vch,36264,Coats Auto Body - iWatch,Active,,,,,2025-07-29T16:40:32.880316Z,2025-08-27T14:30:54.764721Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
105,3c352de0-c1ed-43e9-786d-08ddcb586af6,vch,36256,COMFY HOLDING INC-IWATCH,Active,,,,,2025-07-29T16:40:21.644935Z,2025-07-29T16:40:50.787624Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
210,825cb227-b692-4c64-6a4b-08de07409dfa,vch,38711,CORPORATE SERVICES (5600055),Active,,,,,2025-10-13T19:16:20.655311Z,2026-03-31T19:41:35.628571Z,f858b03b-2a85-4771-89d5-dbf62456ed7b,yes,,,0,0,0,200,Paused,paused_manual_review,
1048,9dc3b41b-bb24-419c-a047-08de8f388c7e,vch,38711,CORPORATE SERVICES (5600055),Deleted,,,,,2026-04-09T21:17:18.173768Z,2026-04-09T21:17:18.173780Z,f858b03b-2a85-4771-89d5-dbf62456ed7b,yes,,,0,0,0,200,Deleted,gone_explicit,
39,66e86752-450a-4973-b9ee-08ddc53a8a29,vch,35995,Dean's Scrap Metal-AIS,Active,,,,,2025-07-22T17:00:50.743005Z,2025-07-22T17:01:56.996999Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
30,38ac3e39-62a9-45cd-b9f7-08ddc53a8a29,vch,35986,DELTA MINI STORAGE - AIS,Active,,,,,2025-07-22T17:00:39.657575Z,2025-07-22T17:01:49.636007Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
597,56de5b0a-9094-472c-2f4a-08de794c2d73,autopatrol,38316,DH,Active,,,,,2026-03-03T18:11:40.050312Z,2026-03-03T18:12:32.215729Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,1773838800,37.2,0,0,1417,200,Paused,paused_manual_review,
187,89295489-f629-41bc-4f99-08ddfc56029c,vch,38316,DH,Deleted,,,,,2025-09-28T17:18:12.258579Z,2025-09-28T17:18:12.258592Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
598,0e8f2e9a-0fac-4f8d-49f0-08de4f8a91c4,autopatrol,38316,DH,Deleted,,,,,2026-03-03T18:14:09.156099Z,2026-03-03T18:14:09.156118Z,dfda7621-f1d3-4469-b6df-dea988fd81a9,yes,,,0,0,0,200,Deleted,gone_explicit,
223,c3808175-85e0-4961-c528-08de1b193ea0,vch,39385,DMP NLSS,Active,,,,,2025-11-04T17:10:23.027583Z,2025-11-04T17:10:40.263579Z,47dc2c1f-5c19-43fb-b5d5-753c5e96eb14,yes,,,0,0,0,200,Active,active,
36,a35daa15-8311-445f-b9f1-08ddc53a8a29,vch,35992,Earl Long - AIS,Active,,,,,2025-07-22T17:00:47.018220Z,2025-07-22T17:01:54.627080Z,ac399cd6-2fdf-4659-b8e5-baea54075017,yes,,,0,0,0,401,(err),auth_fail,
